code,label,broader
EP_AFET_1994_0,"Committee on Foreign Affairs, Security and Defence Policy",EP_CMT
EP_AFET_1999_0,"Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy",EP_CMT
EP_AGRI_1978_0,Committee on Agriculture,EP_CMT
EP_AGRI_1984_0,"Committee on Agriculture, Fisheries and Food",EP_CMT
EP_AGRI_1987_0,"Committee on Agriculture, Fisheries and Rural Development",EP_CMT
EP_AIDA,Special Committee on Artificial Intelligence in a Digital Age,EP_CMT
EP_ANIT,Committee of Inquiry on the Protection of Animals during Transport,EP_CMT
EP_BECA,Special Committee on Beating Cancer,EP_CMT
EP_BUDE,European Parliament delegation to the Budgetary Conciliation Committee,EP_CMT
EP_CODE,Parliament’s delegation to the Conciliation Committee,EP_CMT
EP_DGBUDG,Directorate-General for Budgetary Affairs,EP
EP_DGCASP,"Directorate-General for Cohesion, Agriculture and Social Policies",EP
EP_CRIM,"Special Committee on Organised Crime, Corruption and Money Laundering",EP_CMT
EP_CRIS,"Special Committee on the Financial, Economic and Social Crisis",EP_CMT
EP_CULT_1979_0,"Committee on Youth, Culture, Education, Information and Sport",EP_CMT
EP_CULT_1989_0,"Committee on Youth, Culture, Education, the Media and Sport",EP_CMT
EP_CULT_1992_0,"Committee on Culture, Youth, Education and the Media",EP_CMT
EP_CULT_1999_0,"Committee on Culture, Youth, Education, the Media and Sport",EP_CMT
EP_DEVE_1978_0,Committee on Development and Cooperation,EP_CMT
EP_DGECTI,"Directorate-General for Economy, Transformation and Industry",EP
EP_DGITEC,Directorate-General for Information Technologies and Cybersecurity,EP
EP_DGIUST,"Directorate-General for Citizens’ Rights, Justice and Institutional Affairs",EP
EP_DGPART,Directorate-General for Parliamentary Democracy Partnerships,EP
EP_FINANCE,Directorate-General for Finance,EP
EP_FISC,Subcommittee on Tax Matters,EP_ECON
EP_GROUP_ARC_1984_0,"Rainbow Group: Federation of the Green-Alternative European Links, Agelev-Ecolo, the Danish People’s Movement against Membership of the European Community and the European Free Alliance in the European Parliament",EP_GROUP
EP_GROUP_CHD_1953_0,Christian-Democratic Group,EP_GROUP
EP_GROUP_COM_1973_0,"Communist and Allies Group (SF, Ind. Sin.)",EP_GROUP
EP_GROUP_CTDI,Technical Coordination and Defence of Independent Groups and Members,EP_GROUP
EP_GROUP_DE,European Democratic Union Group,EP_GROUP
EP_GROUP_DR_1984_0,Group of the European Right,EP_GROUP
EP_GROUP_EFD_2009_0,Europe of freedom and democracy Group,EP_GROUP
EP_GROUP_ENF,Europe of Nations and Freedom,EP_GROUP
EP_DROI,Subcommittee on Human Rights,EP_CMT
EP_ECON_1978_0,Committee on Economic and Monetary Affairs,EP_CMT
EP_ECON_1984_0,Committee on Economic and Monetary Affairs and Industrial Policy,EP_CMT
EP_EMIS,Committee of Inquiry into Emission Measurements in the Automotive Sector,EP_CMT
EP_EMPL_1978_0,"Committee on Social Affairs, Employment and Education",EP_CMT
EP_EMPL_1979_0,Committee on Social Affairs and Employment,EP_CMT
EP_EMPL_1989_0,"Committee on Social Affairs, Employment and Working Environment",EP_CMT
EP_EMPL_1994_0,Committee on Social Affairs and Employment,EP_CMT
EP_ENVI_1962_0,Committee on Public Health and Environment,EP_CMT
EP_ENVI_1978_0,"Committee on the Environment, Public Health and Consumer Protection",EP_CMT
EP_ENVI_1999_0,"Committee on the Environment, Public Health and Consumer Policy",EP_CMT
EP_ENVI_2004_0,"Committee on the Environment, Public Health and Food Safety",EP_CMT
EP_EQUI,Committee of Inquiry into the crisis of the Equitable Life Assurance Society,EP_CMT
EP_EUDS,Special committee on the European Democracy Shield,EP_CMT
EP_FEMM_1984_0,Committee on Women’s Rights,EP_CMT
EP_FEMM_1999_0,Committee on Women’s Rights and Equal Opportunities,EP_CMT
EP_GROUP_SEC,Political groups’ secretariats,EP
EP_INFRA_LOGIS,Directorate-General for Infrastructure and Logistics,EP
EP_INNOV,Directorate-General for Innovation and Technological Support,EP
EP_INTERPRET,Directorate-General for Logistics and Interpretation for Conferences,EP
EP_INTERPRET_1952_0,Directorate-General for Interpretation and Conferences,EP
EP_LS,Legal Service,EP
EP_OFF_AUT_1995_0,Information Office in Austria,EP
EP_OFF_BEL_1958_0,Information Office in Belgium,EP
EP_OFF_BGR_2007_0,Information Office in Bulgaria,EP
EP_OFF_CYP_2004_0,Information Office in Cyprus,EP
EP_OFF_CZE,Liaison Office in Czechia,EP
EP_OFF_CZE_2004_0,Information Office in the Czech Republic,EP
EP_OFF_CZE_2018_0,Liaison Office in the Czech Republic,EP
EP_OFF_DAN_1973_0,Information Office in Denmark,EP
EP_OFF_DEU_1958_0,Information Office in Germany,EP
EP_OFF_DEU_BER_1958_0,Information Office in Germany – Berlin,EP
EP_OFF_DEU_MUC_1958_0,Information Office in Germany – Munich,EP
EP_GROUP_EPP_1979_0,Group of the European People’s Party (Christian-Democratic Group),EP_GROUP
EP_GROUP_EPP_1999_0,Group of the European People’s Party (Christian Democrats) and European Democrats,EP_GROUP
EP_GROUP_EPP_2009_0,Group of the European People’s Party (Christian Democrats),EP_GROUP
EP_GROUP_ESN,Europe of Sovereign Nations Group,EP_GROUP
EP_GROUP_GUE_NGL_1995_0,Confederal Group of the European United Left – Nordic Green Left,EP_GROUP
EP_GROUP_ID,Identity and Democracy Group,EP_GROUP
EP_GROUP_NI_1953_0,Non-attached,EP_GROUP
EP_GROUP_PFE,Patriots for Europe Group,EP_GROUP
EP_GROUP_PSE_1953_0,Socialist Group,EP_GROUP
EP_GROUP_PSE_1993_0,Group of the Party of European Socialists,EP_GROUP
EP_GROUP_RENEW,Renew Europe Group,EP_GROUP
EP_HOUS,Special committee on the Housing Crisis in the European Union,EP_CMT
EP_IMMU_1982_0,Committee on the Verification of Credentials,EP_CMT
EP_INGE,"Special Committee on Foreign Interference in all Democratic Processes in the European Union, including Disinformation",EP_CMT
EP_ITRE_1978_0,Committee on Energy and Research,EP_CMT
EP_ITRE_1984_0,"Committee on Energy, Research and Technology",EP_CMT
EP_ITRE_1994_0,"Committee on Research, Technological Development and Energy",EP_CMT
EP_ITRE_1999_0,"Committee on Industry, External Trade, Research and Energy",EP_CMT
EP_JURI_1978_0,Committee for Legal Affairs,EP_CMT
EP_JURI_1984_0,Committee on Legal Affairs and Citizens’ Rights,EP_CMT
EP_JURI_1999_0,Committee on Legal Affairs and the Internal Market,EP_CMT
EP_LIBE_1992_0,Committee on Civil Liberties and Internal Affairs,EP_CMT
EP_LIBE_1999_0,"Committee on Citizens’ Freedoms and Rights, Justice and Home Affairs",EP_CMT
EP_OFF_EST,Liaison Office in Estonia,EP
EP_OFF_EST_2004_0,Information Office in Estonia,EP
EP_OFF_FIN,Liaison Office in Finland,EP
EP_OFF_FIN_1995_0,Information Office in Finland,EP
EP_OFF_FRA,Liaison Office in France,EP
EP_OFF_FRA_1958_0,Information Office in France,EP
EP_OFF_FRA_MRS_1958_0,Information Office in France – Marseille,EP
EP_OFF_FRA_PAR_1958_0,Information Office in France – Paris,EP
EP_OFF_FRA_SXB_1958_0,Information Office in France – Strasbourg,EP
EP_OFF_GBR,Liaison Office in the United Kingdom,EP
EP_OFF_GBR_1973_0,Information Office in the United Kingdom,EP
EP_OFF_GBR_EDI_1973_0,Information Office in the United Kingdom – Edinburgh,EP
EP_OFF_GBR_LON_1973_0,Information Office in the United Kingdom – London,EP
EP_OFF_GRC,Liaison Office in Greece,EP
EP_OFF_GRC_1981_0,Information Office in Greece,EP
EP_OFF_HRV,Liaison Office in Croatia,EP
EP_OFF_HRV_2013_0,Information Office in Croatia,EP
EP_OFF_HUN_2004_0,Information Office in Hungary,EP
EP_OFF_IRL_1973_0,Information Office in Ireland,EP
EP_OFF_ITA_1958_0,Information Office in Italy,EP
EP_OFF_ITA_MIL_1958_0,Information Office in Italy – Milan,EP
EP_OFF_ITA_ROM,Liaison Office in Italy – Rome,EP
EP_OFF_ITA_ROM_1958_0,Information Office in Italy – Rome,EP
EP_OFF_LIT_2004_0,Information Office in Lithuania,EP
EP_OFF_LUX_1958_0,Information Office in Luxembourg,EP
EP_OFF_LVA_2004_0,Information Office in Latvia,EP
EP_OFF_MLT,Liaison Office in Malta,EP
EP_OFF_MLT_2004_0,Information Office in Malta,EP
EP_OFF_NLD_1958_0,Information Office in the Netherlands,EP
EP_OFF_POL_2004_0,Information Office in Poland,EP
EP_OFF_POL_WAW_2004_0,Information Office in Poland – Warsaw,EP
EP_OFF_POL_WRO,Liaison Office in Poland – Wrocław,EP
EP_OFF_POL_WRO_2004_0,Information Office in Poland – Wrocław,EP
EP_OFF_PRT_1986_0,Information Office in Portugal,EP
EP_OFF_ROU_2007_0,Information Office in Romania,EP
EP_OFF_SPA_1986_0,Information Office in Spain,EP
EP_OFF_SPA_BCN_1986_0,Information Office in Spain – Barcelona,EP
EP_OFF_SPA_MAD_1986_0,Information Office in Spain – Madrid,EP
EP_OFF_SVK_2004_0,Information Office in Slovakia,EP
EP_OFF_SVN_2004_0,Information Office in Slovenia,EP
EP_OFF_SWE_1995_0,Information Office in Sweden,EP
EP_OFF_USA,EP-US Congress Liaison Office in Washington,EP
EP_OFF_USA_2010_0,Liaison Office with US Congress,EP
EP_QUE,College of Quaestors,EP
EP_RESEARCH_1958_0,"Directorate for Parliamentary Documentation and Information (Studies, Information and Documentation Division)",EP
EP_RESEARCH_1962_0,Directorate-General for Research and Documentation,EP
EP_RESEARCH_1986_0,Directorate-General for Research,EP
EP_SAFE,Directorate-General for Security and Safety,EP
EP_SG,Secretariat-General of the European Parliament,EP
EP_TAX2,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect (TAXE 2),EP
EP_PANA,"Committee of Inquiry into Money Laundering, Tax Avoidance and Tax Evasion",EP_CMT
EP_PEST,Special Committee on the Union’s authorisation procedure for pesticides,EP_CMT
EP_PETI_1962_0,"Committee on Rules of Procedure, Legal Affairs, Petitions and Immunity",EP_CMT
EP_PETI_1978_0,Committee on the Rules of Procedure and Petitions,EP_CMT
EP_REGI_1978_0,"Committee on Regional Policy, Regional Planning and Transport",EP_CMT
EP_REGI_1979_0,Committee on Regional Policy and Regional Planning,EP_CMT
EP_REGI_1992_0,"Committee on Regional Policy, Regional Planning and Relations with Regional and Local Authorities",EP_CMT
EP_REGI_1994_0,Committee on Regional Policy,EP_CMT
EP_REGI_1999_0,"Committee on Regional Policy, Transport and Tourism",EP_CMT
EP_SANT,Committee on Public Health,EP_CMT
EP_SC_MONAFF,Subcommittee on Monetary Affairs,EP_CMT
EP_SC_PECH,Subcommittee on Fisheries,EP_CMT
EP_SC_SEDIS,Subcommittee on Security and Disarmament,EP_CMT
EP_SEDE,Committee on Security and Defence,EP_CMT
EP_SEDE_2004_0,Subcommittee on Security and Defence,EP_CMT
EP_STOA,Panel for the Future of Science and Technology,EP_CMT
EP_SURE,Special committee on the policy challenges and budgetary resources for a sustainable European Union after 2013,EP_CMT
EP_TAX3,"Special committee on financial crimes, tax evasion and tax avoidance",EP_CMT
EP_TAXE,Special Committee on Tax Rulings and Other Measures Similar in Nature or Effect,EP_CMT
EP_TC_BSE,Temporary committee instructed to monitor the action taken on the recommendations made concerning BSE (bovine spongiform encephalopathy),EP_CMT
EP_TC_BSE_1996_0,Temporary committee of inquiry into BSE (bovine spongiform encephalopathy),EP_CMT
EP_TC_CLIM,Temporary Committee on Climate Change,EP_CMT
EP_TC_CTS,Temporary committee of Inquiry into the Community Transit System,EP_CMT
EP_TC_ECHE,Temporary committee on the Echelon interception system,EP_CMT
EP_TC_EMPL,Temporary committee on employment,EP_CMT
EP_TC_FIAP,Temporary committee on foot and mouth disease,EP_CMT
EP_TC_FINP,Temporary committee on policy challenges and budgetary means of the enlarged Union 2007-2013,EP_CMT
EP_TC_GENE,Temporary committee on human genetics and other new technologies in modern medicine,EP_CMT
EP_TC_MARE,Temporary committee on improving safety at sea,EP_CMT
EP_TC_TDIP,Temporary Committee on the alleged use of European countries by the CIA for the transport and illegal detention of prisoners,EP_CMT
EP_TERR,Special Committee on Terrorism,EP_CMT
ERCOU,European Research Council,COM
ETHI_1993_0,Group of Advisers on the Ethical Implications of Biotechnology,COM
ERCC,Emergency Response Coordination Centre,ECHO
ESTAT_1958_0,Eurostat,EEC
ESCB,European System of Central Banks,EURUN
ESPAS,European Strategy and Policy Analysis System,EURUN
ESABCC,European Scientific Advisory Board on Climate Change,EEA
EP_TRAN_1979_0,Committee on Transport,EP_CMT
EUAA,European Union Agency for Asylum,EURAG
ERA_2004_0,European Railway Agency,EURAG
ESF,European Science Foundation,
ESGAB,European Statistical Governance Advisory Board,
ESI,European Stability Initiative,
ETC,European Travel Commission,
ETSC,European Transport Safety Council,
ETSI,European Telecommunications Standards Institute,
ETUCO,European Trade Union College,
ETUI,European Trade Union Institute,
ETUI_1978_0,European Trade Union Institute,
EUDA,European Union Drugs Agency,EURAG
EUMS27_1,"The twenty-seven Member States: Belgium, Bulgaria, Czechia, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Croatia, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden",EUMS
EUMS28,"The twenty-eight Member States: Belgium, Bulgaria, Czechia, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Croatia, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, United Kingdom",EUMS
EUMS28_2013_0,"The twenty-eight Member States: Belgium, Bulgaria, Czech Republic, Denmark, Germany, Estonia, Ireland, Greece, Spain, France, Croatia, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Hungary, Malta, Netherlands, Austria, Poland, Portugal, Romania, Slovenia, Slovakia, Finland, Sweden, United Kingdom",EUMS
EUMS_EURO,The Member States having adopted the euro,EUMS
EUMS_EURO11,"The Member States having adopted the euro: Belgium, Germany, Ireland, Spain, France, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland",EUMS
EUMS_EURO12,"The Member States having adopted the euro: Belgium, Germany, Ireland, Greece, Spain, France, Italy, Luxembourg, Netherlands, Austria, Portugal, Finland",EUMS
EUMS_EURO13,"The Member States having adopted the euro: Belgium, Germany, Ireland, Greece, Spain, France, Italy, Luxembourg, Netherlands, Austria, Portugal, Slovenia, Finland",EUMS
EUMS_EURO15,"The Member States having adopted the euro: Belgium, Germany, Ireland, Greece, Spain, France, Italy, Cyprus, Luxembourg, Malta, Netherlands, Austria, Portugal, Slovenia, Finland",EUMS
EUMS_EURO16,"The Member States having adopted the euro: Belgium, Germany, Ireland, Greece, Spain, France, Italy, Cyprus, Luxembourg, Malta, Netherlands, Austria, Portugal, Slovenia, Slovakia, Finland",EUMS
EUMS_EURO17,"The Member States having adopted the euro: Belgium, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Luxembourg, Malta, Netherlands, Austria, Portugal, Slovenia, Slovakia, Finland",EUMS
EUMS_EURO18,"The Member States having adopted the euro: Belgium, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Luxembourg, Malta, Netherlands, Austria, Portugal, Slovenia, Slovakia, Finland",EUMS
EUMS_EURO20,"The Member States having adopted the euro: Belgium, Bulgaria, Germany, Estonia, Ireland, Greece, Spain, France, Italy, Cyprus, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Austria, Portugal, Slovenia, Slovakia, Finland",EUMS
EUMS_NONEURO10,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Latvia, Lithuania, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUMS_NONEURO10_1,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Croatia, Lithuania, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUMS_NONEURO11,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Estonia, Latvia, Lithuania, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUMS_NONEURO11_1,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Croatia, Latvia, Lithuania, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUMS_NONEURO12,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Estonia, Latvia, Lithuania, Hungary, Poland, Romania, Slovakia, Sweden, United Kingdom",EUMS
EUMS_NONEURO13,"Non-euro area Member States: Czech Republic, Denmark, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovenia, Slovakia, Sweden, United Kingdom",EUMS
EUMS_NONEURO14,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Romania, Slovakia, Sweden, United Kingdom",EUMS
EUMS_NONEURO3,"Non-euro area Member States: Denmark, Sweden, United Kingdom",EUMS
EUMS_NONEURO7,"Non-euro area Member States: Czechia, Denmark, Croatia, Hungary, Poland, Romania, Sweden",EUMS
EUMS_NONEURO8,"Non-euro area Member States: Bulgaria, Czechia, Denmark, Croatia, Hungary, Poland, Romania, Sweden",EUMS
EUMS_NONEURO9,"Non-euro area Member States: Bulgaria, Czechia, Denmark, Croatia, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUMS_NONEURO9_2015_0,"Non-euro area Member States: Bulgaria, Czech Republic, Denmark, Croatia, Hungary, Poland, Romania, Sweden, United Kingdom",EUMS
EUROGRO,Eurogroup,EUMS
EUROSYSTEM,Eurosystem,EUMS
EURAG,EU body or agency,EURUN
EUSE,European Union Special Envoy,EURUN
EURCOU_PRES,President of the European Council,EURCOU
EUROJUST_1993_0,Eurojust,EURAG
EUROPOL_1992_0,Europol,EURAG
EUSPA,European Union Agency for the Space Programme,EURAG
EURAC,European Union Network for Central Africa,
EURASHE,European Association of Institutions in Higher Education,
EUREKA,Eureka,
EUROCORPS,Eurocorps,
EVHAC,European Voluntary Humanitarian Aid Corps,COM
FPI_2011_0,Foreign Policy Instruments Service,COM
EUSR,European Union Special Representative,EURUN
FVO_1997_0,Food and Veterinary Office,SANTE
FRONTEX_2004_0,Frontex,EURAG
FCH_2008_0,Fuel Cells and Hydrogen Joint Undertaking,EURAG
FRA_1997_0,European Monitoring Centre on Racism and Xenophobia,EURAG
EUTELSAT,Eutelsat,
EVS,European Voluntary Service,
FID,International Federation for Information and Documentation,
FID_1938_0,International Federation for Documentation,
FIFA,International Association Football Federation,
FSF,Free Software Foundation,
FTAA,Free Trade Area of the Americas,
G10,Group of 10,
G11,Group of 11,
G12,Group of 12,
G14,Group of 14,
G15,Group of 15,
G2,Group of 2,
G20,Group of 20,
G22,Group of 22,
G3,Group of 3 Europe,
G33,Group of 33 industrialized countries,
G33_BIS,Group of 33 developing countries,
G3_BIS,Group of 3 Latin America,
G3_QUATER,Group of 3 with Japan,
G3_TER,Group of 3 with China,
G4,Group of 4,
G4_BIS,G4 nations,
G5,Group of 5,
HADEA,European Health and Digital Executive Agency,COM
GR_NICOLAIDIS,Nicolaidis Group,CONSIL
GR_EXP_CRED,Export Credits Group,CONSIL
GR_ANTICI_SIM,Antici Group – Simplification,CONSIL
GR_COCG,Code of Conduct Group (Business Taxation),CONSIL
GR_FP,Friends of the Presidency Group,CONSIL
GOVREP_IRL,Representatives of the Government of Ireland,GOVREP
GOVREP_PRT,Representatives of the Government of the Portuguese Republic,GOVREP
GOVREP_ESP,Representatives of the Government of the Kingdom of Spain,GOVREP
GOVREP_CYP,Representatives of the Government of the Republic of Cyprus,GOVREP
GOVREP_LVA,Representatives of the Government of the Republic of Latvia,GOVREP
GOVREP_SWE,Representatives of the Government of the Kingdom of Sweden,GOVREP
GOVREP_GBR,Representatives of the Government of the United Kingdom of Great Britain and Northern Ireland,GOVREP
GOVREP_BEL,Representatives of the Governments of the Kingdom of Belgium,GOVREP
GOVREP_HRV,Representatives of the Government of the Republic of Croatia,GOVREP
GOVREP_NLD,Representatives of the Government of the Kingdom of the Netherlands,GOVREP
GOVREP_DEU,Representatives of the Government of the Federal Republic of Germany,GOVREP
GOVREP_SVK,Representatives of the Government of the Slovak Republic,GOVREP
GOVREP_FIN,Representatives of the Government of the Republic of Finland,GOVREP
GOVREP_LTU,Representatives of the Government of the Republic of Lithuania,GOVREP
GOVREP_AUT,Representatives of the Government of the Republic of Austria,GOVREP
GOVREP_GRC,Representatives of the Government of the Hellenic Republic,GOVREP
GOVREP_MLT,Representatives of the Government of the Republic of Malta,GOVREP
GOVREP_CZE,Representatives of the Government of the Czech Republic,GOVREP
GOVREP_ROU,Representatives of the Government of Romania,GOVREP
GOVREP_EST,Representatives of the Government of the Republic of Estonia,GOVREP
GOVREP_ITA,Representatives of the Government of the Italian Republic,GOVREP
GOVREP_SVN,Representatives of the Government of the Republic of Slovenia,GOVREP
GOVREP_HUN,Representatives of the Government of Hungary,GOVREP
GOVREP_DNK,Representatives of the Government of the Kingdom of Denmark,GOVREP
GOVREP_POL,Representatives of the Government of the Republic of Poland,GOVREP
GOVREP_BGR,Representatives of the Government of the Republic of Bulgaria,GOVREP
GOVREP_LUX,Representatives of the Government of the Grand Duchy of Luxembourg,GOVREP
GOVREP_FRA,Representatives of the Government of the French Republic,GOVREP
G5_BIS,Group of 5 emerging economies,
G6,Group of 6 EU,
G6_BIS,Group of 6,
G77,Group of 77,
G7_5,Group of 7+5,
G8,Group of 8 with Russia,
G8_5,Group of 8+5,
G8_BIS,Group of 8 with the EU,
G9,Group of 9,
GREENPEACE,Greenpeace,
GROUP_RIO,Rio Group,
HERA,Health Emergency Preparedness and Response Authority,COM
HOME_2010_0,Directorate-General for Home Affairs,COM
HR_1967_0,DG IX – Personnel and Administration,COM
HAS,Historical Archives Service,OIB
HCCH,The Hague Conference on Private International Law,
ICSID,International Centre for Settlement of Investment Disputes,WB
IFC,International Finance Corporation,WB
IDEA,"IDEA – Inspire, Debate, Engage and Accelerate Action",COM
HR_1999_0,Directorate-General for Personnel and Administration,COM
IAB,Impact Assessment Board,COM
HWP_ERCHT,Horizontal Working Party on Enhancing Resilience and Countering Hybrid Threats,CONSIL
HWP_CYBER,Horizontal Working Party on Cyber Issues,CONSIL
HWP_HDG,Horizontal Working Party on Drugs,CONSIL
ICGEB,International Centre for Genetic Engineering and Biotechnology,UNO
IBE,International Bureau of Education,UNO
IIEP,International Institute for Educational Planning,UNO
ICJ,International Court of Justice,UNO
IHIJU,Innovative Health Initiative Joint Undertaking,EURAG
IACA,International Anti-Corruption Academy,
IACHR,Inter-American Court of Human Rights,
IBWM,International Bureau of Weights and Measures,
ICAA,International Civil Airports Association,
ICC,International Criminal Court,
ICCROM,International Centre for the Study of the Preservation and Restoration of Cultural Property,
ICCS,International Commission on Civil Status,
ICEM,Intergovernmental Committee for European Migration,
ICES,International Council for the Exploration of the Sea,
ICFTU,International Confederation of Free Trade Unions,
ICMPD,International Centre for Migration Policy Development,
ICNAF,International Commission of the Northwest Atlantic Fisheries,
IDA,International Development Association,
IDB,Inter-American Development Bank,
IEA,International Energy Agency,
IFLA,International Federation of Library Associations and Institutions,
IFLA_1929_0,International Federation of Library Associations,
IFRC,International Federation of Red Cross and Red Crescent Societies,
IGAD,Intergovernmental Authority on Development,
IGADD,Intergovernmental Authority on Drought and Development,
IID,International Institute for Documentation,
INFSO_1986_0,"DG XIII – Telecommunications, Information Industries and Innovation",COM
INFSO_1999_1,Directorate-General for the Information Society,COM
INFSO_1973_0,DG XIII – Scientific and Technical Information and Information Management,COM
INFSO_1993_0,"DG XIII – Telecommunications, Information Market and Exploitation of Research",COM
INFSO_1967_0,DG XIII – Dissemination of Information,COM
INFSO_1999_0,"DG XIII – Information Society: Telecommunications, Markets, Technologies – Innovation and Exploitation of Research",COM
INFSO_1980_0,DG XIII – Information Market and Innovation,COM
JLS_1999_0,Directorate-General for Justice and Home Affairs,COM
INFSO_1992_0,"DG XIII – Information Technologies and Industries, and Telecommunications",COM
INTCEN_2012_0,EU Intelligence Analysis Centre,EEAS
INTCEN,EU Intelligence and Situation Centre,EEAS
INTCEN_2002_0,EU Situation Centre,EEAS
JRCGEEL_1967_0,Joint Research Centre – Geel,JRC
JRCISP_1959_0,"Joint Nuclear Research Centre, Ispra Establishment",EAEC
INCB,International Narcotics Control Board,UNO
ILOFF,International Labour Office,UNO
ITC,International Trade Centre,UNO
ILC,International Labour Conference,UNO
IPCC,Intergovernmental Panel on Climate Change,UNO
IMCO,Inter-Governmental Maritime Consultative Organization,UNO
INFSO_1958_0,Dissemination of Information,EAEC_COM
ITC_1964_0,International Trade Centre UNCTAD/GATT,GATT
IMI_2008_0,IMI Joint Undertaking,EURAG
IIF,Institute for International Finance,
ILAI,Institute for Latin American Integration,
ILBC,International Library and Bibliographical Committee,
INRO,International Natural Rubber Organisation,
INTERPOL,Interpol,
IOC,International Olympic Committee,
IOM,International Organization for Migration,
IPI,International Press Institute,
IPU,Inter-Parliamentary Union,
IRENA,International Renewable Energy Agency,
IRSG,International Rubber Study Group,
ISHR,International Society for Human Rights,
ISO,ISO,
ISOSUGAR,International Sugar Organization,
ISSA,International Social Security Association,
ITA_CNEN,Comitato Nazionale per l’Energia Nucleare,
ITA_CNR,Consiglio Nazionale delle Ricerche,
ITF,International Transport Forum,
ITLOS,International Tribunal for the Law of the Sea,
ITTO,International Tropical Timber Organization,
ITUC,International Trade Union Confederation,
MIGA,Multilateral Investment Guarantee Agency,WB
MARKT_1999_0,Directorate-General for the Internal Market,COM
MARE_1999_0,Directorate-General for Fisheries,COM
MENA,"Directorate-General for the Middle East, North Africa and the Gulf",COM
MARE_1977_0,DG XIV – Fisheries,COM
MARE_2005_0,Directorate-General for Fisheries and Maritime Affairs,COM
LRC_1958_0,Commission’s library,EAC
JRCKARLS_1967_0,Joint Research Centre – Karlsruhe,JRC
JRCPETT_1982_0,Institute for Advanced Materials,JRC
JRCPETT_2001_0,Institute for Energy,JRC
JRCPETT_1967_0,Joint Research Centre – Petten,JRC
JRCKARLS_1966_0,"Joint Nuclear Research Centre, Karlsruhe Establishment",EAEC
LABOUR_1952_0,Labour Problems Division,ECSC_HA
L69,L69 Group,UNO
OCHA,Office for the Coordination of Humanitarian Affairs,UNO
OAMI_1994_0,Office for Harmonization in the Internal Market,EURAG
KDTJU,Key Digital Technologies Joint Undertaking,EURAG
LISA_2011_0,"European Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice",EURAG
LACES,Latin American and the Caribbean Economic System,
LAES,Latin American Economic System,
LAIA,Latin American Integration Association,
LA_PARL,Latin American Parliament,
LIMA_GROUP,Lima Group,
MERCATOR,Mercator Network,
MSF,Doctors Without Borders,
NACC,North Atlantic Cooperation Council,
NAFO,Northwest Atlantic Fisheries Organization,
NAFTA,North American Free Trade Agreement,
NATO_EURGR,Eurogroup (NATO),
NEA,Nuclear Energy Agency,
NGO,Non-governmental organisation,
NORDENCOU,Nordic Council,
NP_AUT_BUN,Austrian Federal Council,
NP_AUT_NAT,Austrian National Council,
NP_BEL_REP,Belgian House of Representatives,
NP_BEL_SEN,Belgian Senate,
NP_BGR,National Assembly of the Republic of Bulgaria,
NP_CYP,House of Representatives of the Republic of Cyprus,
NP_CZE_POS,Chamber of Deputies of the Parliament of the Czech Republic,
NP_CZE_SEN,Senate of the Parliament of the Czech Republic,
NP_DEU_BRA,German Bundesrat,
NP_DEU_BTA,German Bundestag,
NP_DNK,Danish Parliament,
NP_ESP_CON,Spanish Congress of Deputies,
NP_ESP_SEN,Senate of Spain,
NP_EST,Parliament of Estonia,
NP_FIN,Parliament of Finland,
NP_FRA_ASS,French National Assembly,
NP_FRA_SEN,French Senate,
NP_GBR_COM,House of Commons of the United Kingdom,
NP_GBR_LOR,House of Lords of the United Kingdom,
NP_GRC,Hellenic Parliament,
NP_HRV,Croatian Parliament,
